id_comentario,id_cliente,id_producto,calificacion,texto_comentario,fecha_comentario,texto_preprocesado,sentimiento,score
221,21,1,5,Mi nueva Laptop Gamer Pro es una auténtica bestia. El rendimiento es impresionante para mis proyectos de animación 3D y los juegos más recientes. La pantalla tiene una tasa de refresco fantástica y los colores son muy precisos. La inversión valió la pena.,2024-12-26,laptop gamer pro auténtico bestia rendimiento impresionante proyecto animación juego reciente pantalla tasa refresco fantástico color preciso inversión valer pena,5 stars,0.7057478427886963
222,22,2,4,"El Smartphone Nexus 5G es rápido y la pantalla es brillante, pero la batería se drena un poco más rápido de lo que esperaba con un uso intensivo. La carga rápida ayuda, pero me gustaría más autonomía. La cámara es increíble para fotos diurnas.",2024-12-27,smartphonir nexus g rápido pantalla brillante batería drenar rápido esperar intensivo carga rápido ayuda gustar autonomía cámara increíble foto diurno,5 stars,0.6394110321998596
223,23,3,5,"Estos auriculares son una maravilla. La calidad de sonido es espectacular, con bajos profundos y agudos nítidos. La cancelación de ruido es la mejor que he probado, ideal para concentrarme en el trabajo. Son muy cómodos para usar por horas.",2024-12-28,auricular maravilla calidad sonido espectacular bajo profundo agudo nítido cancelación ruido probar ideal concentrar yo trabajo cómodo hora,5 stars,0.7542439699172974
224,24,4,5,"La Camiseta Deportiva Ultralight es perfecta para mis entrenamientos. El material es ligero y transpirable, y se seca muy rápido. No se estira ni se deforma al lavarse. He comprado varias en diferentes colores.",2024-12-29,camiseta deportivo ultralight perfecto entrenamiento material ligero transpirable secar rápido estirar deformar lavar él comprar color,5 stars,0.5989493131637573
225,25,5,3,"Las Zapatillas Urbanas Fit son bonitas, pero no tan cómodas para caminar. La suela es muy rígida y me causan dolor en los pies después de un rato. No las recomiendo si buscas comodidad. El diseño es lo único que me gusta.",2024-12-30,zapatilla urbano fit bonito cómodo caminar suela rígido causar dolor pie rato recomeir busca comodidad diseño único gustar,4 stars,0.47173231840133667
226,1,6,5,"'El Círculo Mágico' es un libro fascinante. La trama es intrigante, llena de giros inesperados que me mantuvieron enganchado hasta el final. La construcción del mundo es muy detallada y los personajes son memorables.",2024-12-31,círculo mágico libro fascinante trama intrigante lleno giro inesperado mantener enganchado construcción mundo detallado personaje memorable,5 stars,0.6845458745956421
227,2,7,5,"Este Set de Ollas Premium es excelente. Se calientan rápido y el calor se distribuye de manera uniforme. La limpieza es muy fácil y el acero inoxidable se ve muy elegante. Sin duda, una gran compra para mi cocina.",2025-01-01,set olla premium excelente calentar rápido calor distribuir uniforme limpieza fácil acero inoxidable ver elegante duda compra cocina,5 stars,0.5475077629089355
228,3,8,4,"Buen balón, pero el diseño se está borrando un poco con el uso. El agarre y el rebote son excelentes, y la costura es muy resistente. Es ideal para un uso diario en el parque.",2025-01-02,balón diseño borrar agarre rebote excelente costura resistente ideal diario parque,5 stars,0.5211983919143677
229,4,9,5,"La Mochila Urbana Tech es muy práctica. El compartimento para el portátil es seguro y el puerto de carga USB es un gran plus. La mochila es ligera y cómoda de llevar. El material es resistente al agua, lo que me ha salvado un par de veces.",2025-01-03,mochilo urbana tech práctico compartimento portátil seguro puerto carga usb plus mochila ligero cómodo material resistente agua salvar par,4 stars,0.46143415570259094
230,5,10,5,"La Cámara de Acción 4K es una maravilla. La calidad de video es impresionante y la estabilización es perfecta para mis videos de deportes. Es muy fácil de usar, incluso para principiantes. La batería dura mucho tiempo.",2025-01-04,cámara acción maravilla calidad video impresionante estabilización perfecto video deporte fácil principiant batería duro tiempo,5 stars,0.8525621294975281
231,6,1,5,"No podría estar más feliz con mi Laptop Gamer Pro. El rendimiento es impecable, maneja todo lo que le tiro. La pantalla es vibrante y el teclado es muy cómodo. El diseño es muy elegante, no parece una laptop gamer.",2025-01-05,feliz laptop gamer pro rendimiento impecable manejar tirar pantalla vibrante teclado cómodo diseño elegante laptop gamer,5 stars,0.5882793068885803
232,7,2,4,"El Smartphone Nexus 5G es muy rápido, pero la cámara en condiciones de poca luz no es tan buena como esperaba. Las fotos pierden nitidez y aparecen con un poco de ruido. A pesar de eso, es un teléfono fantástico en general.",2025-01-06,smartphonir nexus g rápido cámara condición luz esperar foto perder nitidez aparecer ruido teléfono fantástico general,5 stars,0.3197788596153259
233,8,3,5,"El sonido de estos auriculares es puro y de alta calidad. Los bajos son potentes y los agudos son muy claros. La comodidad es insuperable, puedo usarlos por horas sin molestias. La cancelación de ruido es muy efectiva.",2025-01-07,sonido auricular puro alto calidad bajo potente agudo claro comodidad insuperable usar él hora molestia cancelación ruido efectivo,4 stars,0.29918038845062256
234,9,4,5,"La camiseta es perfecta para el gimnasio y para salir a correr. El material es suave y transpirable, y se seca muy rápido. Me encanta que no retiene el sudor. La talla es la correcta.",2025-01-08,camiseta perfecto gimnasio salir correr material suave transpirable secar rápido encantar retener sudor talla correcto,5 stars,0.6154337525367737
235,10,5,2,"Estas zapatillas me decepcionaron. La suela se desgastó muy rápido, en menos de un mes. Son muy duras e incómodas para caminar. No ofrecen soporte y no valen el precio. No las recomiendo.",2025-01-09,zapatilla decepcionar suela desgastar rápido mes duro incómodo caminar ofrecer soporte valer precio recomeir,2 stars,0.4893113076686859
236,11,6,4,"Una buena lectura, pero la trama se sintió un poco lenta en la mitad. Los personajes son interesantes y la escritura es buena, pero el ritmo podría mejorar. El final es un poco predecible.",2025-01-10,lectura trama sentir lento mitad personaje interesante escritura ritmo mejorar predecible,2 stars,0.5223012566566467
237,12,7,5,Las ollas son de excelente calidad. Se limpian muy fácilmente y la comida no se pega. La distribución del calor es perfecta. El set incluye todos los tamaños que necesito para mi cocina.,2025-01-11,olla excelente calidad limpiar fácilmente comida pegar distribución calor perfecto set incluir tamaño necesitar cocina,5 stars,0.5924379825592041
238,13,8,4,"Buen balón, pero se desinfla un poco con el tiempo. El agarre es bueno y la costura es resistente. El rebote es consistente, pero tengo que inflarlo a menudo.",2025-01-12,balón desinfla tiempo agarre costura resistente rebote consistente inflar él,1 star,0.3194695711135864
239,14,9,3,"La mochila es funcional, pero los cierres se sienten de baja calidad. El material es delgado y no creo que dure mucho. El puerto USB es un buen detalle, pero la calidad general es regular.",2025-01-13,mochilo funcional cierre sentir bajo calidad material delgar durar puerto usb detalle calidad general regular,3 stars,0.39311519265174866
240,15,10,5,La Cámara de Acción 4K es una maravilla para mis videos de buceo. La calidad de video bajo el agua es impresionante. Es muy resistente y fácil de usar. La batería dura mucho tiempo.,2025-01-14,cámara acción maravilla video buceo calidad video agua impresionante resistente fácil batería duro tiempo,5 stars,0.7803608775138855
241,16,1,5,"La laptop es un monstruo de rendimiento, perfecta para mis proyectos de renderizado. El sistema de enfriamiento es muy eficiente y la pantalla es de alta resolución. No me arrepiento de la compra.",2025-01-15,laptop monstruo rendimiento perfecto proyecto renderizado sistema enfriamiento eficiente pantalla alto resolución arrepientir compra,5 stars,0.6223275065422058
242,17,3,4,"El sonido de los auriculares es increíble, pero se sienten un poco pesados. Después de un par de horas, me cansan un poco. La cancelación de ruido es muy buena, eso sí.",2025-01-16,sonido auricular increíble sentir pesado par hora cansar cancelación ruido,5 stars,0.2543739378452301
243,18,5,2,Estas zapatillas son muy incómodas. La suela es demasiado delgada y no ofrecen ningún soporte para el arco. Me duelen los pies al caminar. Me arrepiento de la compra.,2025-01-17,zapatilla incómodo suela delgado ofrecer soporte arco duelar pie caminar arrepientir compra,1 star,0.6293789744377136
244,19,7,5,Este set de ollas es excelente. Son muy resistentes y el diseño es muy elegante. El calor se distribuye uniformemente y la limpieza es muy fácil. Las recomiendo a todos.,2025-01-18,set olla excelente resistente diseño elegante calor distribuir uniformemente limpieza fácil recomeir,5 stars,0.6483326554298401
245,20,9,4,"La mochila es muy útil para el trabajo. Cabe mi portátil y todos mis documentos. El puerto de carga es un gran plus, pero el material se siente un poco delgado.",2025-01-19,mochila útil trabajo caber portátil documento puerto carga plus material sentir delgado,4 stars,0.4210418164730072
246,21,2,5,El Smartphone Nexus 5G es increíble. La pantalla es vibrante y el rendimiento es muy rápido. La cámara de 108MP saca fotos fantásticas. La batería dura todo el día con un uso moderado.,2025-01-20,smartphonir nexus g increíble pantalla vibrante rendimiento rápido cámara sacar foto fantástico batería duro moderado,5 stars,0.7958084940910339
247,22,4,5,La camiseta es perfecta para el ejercicio. Es muy ligera y transpirable. El material se siente muy bien y no retiene el sudor. El color no se ha desvanecido con las lavadas.,2025-01-21,camiseta perfecto ejercicio ligero transpirable material sentir retener sudor color desvanecir lavada,5 stars,0.6126642823219299
248,23,6,3,"Me costó mucho terminar este libro. La trama es confusa y no me enganchó. La escritura es buena, pero la historia no es para mí. No lo recomendaría a un amigo.",2025-01-22,costar terminar libro trama confuso enganchar escritura historia recomendar amigo,1 star,0.32946300506591797
249,24,8,5,"El mejor balón que he tenido. El agarre es fantástico y el rebote es predecible. La durabilidad es top, ha resistido muchos partidos.",2025-01-23,balón agarre fantástico rebote predecible durabilidad top resistir partido,5 stars,0.46036601066589355
250,25,10,4,"Buena cámara, pero la conexión con el móvil es a veces inestable. El video en 4K es de gran calidad. Es fácil de usar y la batería es duradera.","2025-01-24""",cámara conexión móvil inestable video calidad fácil batería duradero,4 stars,0.3127613365650177
251,1,1,5,"El rendimiento de esta laptop es sobresaliente. Es muy rápida para todo, desde juegos hasta edición de video. La pantalla es increíble y el teclado es cómodo.",2025-01-25,rendimiento laptop sobresaliente rápido juego edición video pantalla increíble teclado cómodo,5 stars,0.742600679397583
252,2,3,5,El sonido de estos auriculares es una maravilla. Son muy cómodos y la batería dura mucho. La cancelación de ruido es perfecta para viajar. Los recomiendo 100%.,"2025-01-26""",sonido auricular maravilla cómodo batería duro cancelación ruido perfecto viajar recomeir,5 stars,0.7204018235206604
253,3,5,2,La suela de estas zapatillas se desgastó en poco tiempo. No son de buena calidad. Me arrepiento de la compra. No las volvería a comprar.,2025-01-27,suela zapatilla desgastar tiempo calidad arrepientir compra volver comprar,1 star,0.7417597770690918
254,4,7,5,Las ollas son de gran calidad. El calor se distribuye uniformemente y se limpian fácilmente. El diseño es muy elegante.,2025-01-28,olla calidad calor distribuir uniformemente limpiar fácilmente diseño elegante,5 stars,0.5404883027076721
